timestep,week,duration_h,demand_MW_s0,demand_MW_s1,demand_MW_s2,demand_MW_s3,demand_MW_s4,demand_MW_s5,demand_MW_s6,demand_MW_s7,demand_MW_s8,demand_MW_s9
881,125,24.0,77666.45,66248.46,70563.48,69039.83,84396.75,76177.21,67933.38,75057.13,73585.92,71616.33
882,126,24.0,70315.39,61310.69,65416.36,62487.73,74670.37,65930.85,61359.98,73335.93,67335.43,69111.06
883,126,24.0,66263.10,56774.84,63986.19,61727.73,71354.25,64027.99,61180.85,70727.75,66412.51,68692.91
884,126,24.0,71509.49,62267.78,70590.95,72012.59,78331.66,71808.53,67337.37,73647.88,73328.17,73680.83
885,126,24.0,70153.45,63951.11,71227.27,70530.94,81908.29,73750.70,70374.72,74619.35,76457.26,70112.30
886,126,24.0,68121.53,63964.95,68980.39,71677.89,81833.38,72409.64,67822.14,74001.59,79919.57,71327.79
887,126,24.0,69155.25,64019.61,73820.35,72864.73,79158.84,71359.90,65309.14,73975.90,79906.39,71045.21
888,126,24.0,70445.13,64529.10,74222.48,74092.83,81534.18,71928.70,63216.17,73621.90,80016.33,74350.87
889,127,24.0,62514.19,57835.20,63436.23,71450.80,74915.94,64906.02,62100.30,67828.78,72444.29,66016.12
890,127,24.0,61434.26,57075.84,60935.07,70274.03,71127.80,59782.58,59771.36,64530.61,70559.26,62137.59
891,127,24.0,69859.47,63386.77,63818.95,68625.53,76306.96,66831.14,61989.07,66000.82,73864.54,68041.78
892,127,24.0,73915.74,65034.29,64425.27,67780.15,76171.36,66662.23,62980.75,67029.07,74028.59,67556.63
893,127,24.0,72499.85,65525.98,66853.41,67627.31,77277.08,68082.04,62134.90,66321.98,72742.19,64982.43
894,127,24.0,76472.53,66295.42,64609.04,67078.80,74408.18,68005.98,62134.90,69051.55,72827.60,65964.86
895,127,24.0,75838.62,65489.80,65231.51,68094.65,73653.18,68065.74,64135.22,71509.27,72710.76,65428.51
896,128,24.0,67155.32,55336.39,59512.02,61777.95,66675.70,60504.92,59149.38,69719.85,66182.97,58653.22
897,128,24.0,65758.96,54735.58,57692.70,60608.17,63898.62,60101.82,57792.72,66796.82,65715.70,55000.18
898,128,24.0,66159.41,60727.08,63082.52,60762.28,71532.09,65366.03,62940.83,68140.65,69709.46,62994.94
899,128,24.0,66182.15,60649.48,62502.10,65382.85,70792.56,68330.71,63373.46,65896.95,69664.36,60925.24
900,128,24.0,65558.02,59008.04,66535.84,64674.41,68361.14,68448.11,62296.76,62719.61,70806.36,65999.81
901,128,24.0,64059.07,59539.04,67681.52,66423.74,67726.77,66650.56,62666.36,66113.72,73146.46,62933.49
902,128,24.0,66661.79,59558.14,69854.31,62546.50,69930.47,68966.60,65812.54,67946.31,72310.05,65335.24
903,129,24.0,65215.61,56281.14,64979.71,60130.37,65495.96,64912.35,60856.63,65975.36,71958.33,60421.72
904,129,24.0,63685.11,55427.13,59786.76,60721.34,61925.48,64613.62,56761.26,63351.67,69951.89,59712.98
905,129,24.0,64503.34,59579.35,64759.47,61463.32,64597.69,67255.39,63726.66,65247.05,73723.05,67039.09
906,129,24.0,64926.84,60187.11,60727.89,60307.32,67563.68,68711.69,63501.56,64569.82,74522.67,68988.84
907,129,24.0,65789.98,61646.89,59673.66,61374.72,67548.65,68396.09,64822.54,69003.27,74440.17,70067.74
908,129,24.0,66346.96,61618.29,61061.45,61284.39,69394.87,67679.41,61457.91,69336.23,72919.93,69652.97
909,129,24.0,67658.99,59881.37,61761.61,61197.95,68035.61,66559.37,64381.18,66234.85,71968.74,67772.17
910,130,24.0,68270.57,58894.12,57798.70,61840.66,68223.27,63222.25,60583.89,61612.72,62103.88,61356.28
911,130,24.0,64369.85,59132.41,56004.18,59403.24,63767.26,62823.62,56205.79,58906.59,56781.08,58107.12
912,130,24.0,65189.81,55759.72,62605.20,66677.61,69961.60,63737.17,60744.72,65145.63,64097.28,62900.25
913,130,24.0,64045.04,57224.08,59912.77,66131.79,70773.40,65145.12,61647.56,65632.21,65903.55,63180.88
914,130,24.0,64839.48,56623.26,60007.62,66710.94,70307.32,66623.72,62489.03,67032.35,66373.81,61977.84
915,130,24.0,63907.37,56904.27,61578.33,66349.05,65353.01,66441.58,62578.34,67238.70,63238.78,62336.35
916,130,24.0,63922.95,57061.21,61464.11,65527.32,67218.60,67679.30,61823.02,68861.83,68428.83,64861.51
917,131,24.0,63328.17,57609.05,58751.75,61671.37,64210.03,66475.76,61128.67,64845.20,64257.59,59995.71
918,131,24.0,61006.71,54401.06,58541.61,58507.75,60154.44,64507.26,57423.36,60683.28,61289.88,59926.39
919,131,24.0,67457.57,56383.40,63613.47,62521.49,62816.57,67079.18,64230.08,65243.19,62871.76,66509.89
920,131,24.0,66522.27,55033.80,65046.59,58803.84,63666.57,68034.84,62751.75,64610.80,62404.85,68260.19
921,131,24.0,61537.40,56350.18,65846.32,57692.87,60853.68,68290.60,63552.21,65525.70,64124.69,66691.81
922,131,24.0,65495.47,56124.66,63756.36,57931.22,63569.05,68810.13,63865.87,64878.51,64158.21,64186.57
923,131,24.0,64648.91,56872.79,64473.46,59787.21,60696.80,67562.67,65732.80,65829.08,61923.97,65835.99
924,132,24.0,65332.96,54908.27,63319.26,59060.61,56756.14,63237.42,62381.26,63799.62,52789.29,62485.29
925,132,24.0,60690.53,49636.67,61092.09,56137.07,54535.19,61193.71,59729.55,64849.85,52238.97,62278.94
926,132,24.0,63874.74,49554.46,62221.81,57700.79,53793.04,60356.36,61564.90,65424.11,52897.03,64338.12
927,132,24.0,67881.87,53761.72,67019.24,58766.73,60214.44,64050.20,64694.54,65233.71,57737.63,67157.21
928,132,24.0,67510.32,54196.86,63417.75,60780.22,60584.22,64941.82,67583.29,66769.71,59996.69,70138.30
929,132,24.0,69785.07,51724.50,61959.59,60638.51,58598.04,63363.88,63727.44,65386.68,60108.40,70163.00
930,132,24.0,66357.13,52875.54,62067.92,59885.64,56932.86,63059.65,63556.15,67463.48,58820.52,69423.04
931,133,24.0,65382.78,52093.24,60119.31,55751.80,55469.91,64950.17,58064.69,64382.22,52988.69,62942.70
932,133,24.0,57370.45,51303.76,55414.97,54931.99,54259.92,59912.72,55011.00,62957.46,52329.60,63593.37
933,133,24.0,60507.40,56340.95,64102.98,58064.82,61153.55,63497.81,60164.94,64779.67,58024.79,70192.35
934,133,24.0,62156.68,56329.50,67602.20,54024.59,62725.65,60849.20,56937.69,63025.68,58940.39,66303.19
935,133,24.0,59667.21,57177.36,65193.00,54493.30,60957.52,62995.59,56013.12,62733.47,60469.51,66293.31
936,133,24.0,60094.98,57028.71,67819.41,55326.92,62489.53,63928.90,54801.63,61834.77,61552.42,63801.95
937,133,24.0,59539.20,56274.26,68260.15,55740.48,61880.95,64646.35,53968.84,61210.08,62305.17,62338.30
938,134,24.0,58698.23,57302.57,61608.80,55493.22,60721.56,58445.85,52015.03,60867.16,61497.92,55851.41
939,134,24.0,55865.74,55534.00,56492.20,54396.36,56641.70,57023.97,51081.82,56099.92,59987.35,54353.33
940,134,24.0,58332.77,57935.36,62725.40,57595.68,57184.09,60391.68,52795.61,59817.87,61300.15,62076.50
941,134,24.0,60220.81,57790.80,59757.42,58880.96,59020.89,62484.08,56244.29,59044.34,60633.49,61115.04
942,134,24.0,57408.96,55617.60,62832.36,58078.01,58926.95,63081.15,55934.09,60811.67,62621.40,59988.32
943,134,24.0,57283.21,55220.85,64326.76,57805.05,58285.03,62129.25,55037.74,58582.14,62190.82,60433.62
944,134,24.0,56712.84,56272.31,65184.88,58597.76,55924.84,62814.88,54965.90,57346.32,63625.68,61159.40
945,135,24.0,54838.53,54436.51,59678.81,56075.56,56069.94,57303.73,53187.99,54086.93,60494.20,55621.12
946,135,24.0,51904.92,49434.26,54221.73,51969.82,54957.71,55509.04,50735.26,50556.85,58015.56,52480.55
947,135,24.0,56122.60,53244.15,61816.21,57534.37,57123.38,64013.28,55663.47,58401.06,58327.77,58913.09
948,135,24.0,56319.64,54253.68,63500.40,58306.00,58384.34,65051.75,56117.58,57496.24,60836.03,59159.44
949,135,24.0,57662.26,55545.61,61701.97,56867.38,59771.58,60551.65,55496.12,58255.63,59866.47,60105.97
950,135,24.0,56280.28,53758.89,62856.64,54604.52,55841.31,60270.90,55235.11,57469.72,60598.17,59573.08
951,135,24.0,56312.74,53184.89,60545.88,57532.16,55957.20,62276.64,57943.19,59626.89,61014.39,56893.85
952,136,24.0,52452.98,51688.58,54517.87,51941.43,53147.37,59608.84,56055.83,58077.31,54433.51,53264.27
953,136,24.0,49175.39,51049.25,50943.50,49106.03,49923.03,58853.89,53458.37,55776.01,51969.59,49613.73
954,136,24.0,56606.02,53155.89,57347.92,54556.02,56034.37,59615.61,61203.52,60472.69,58362.61,53707.92
955,136,24.0,57111.44,53414.49,57555.08,53997.35,57240.95,61665.05,57335.05,57684.83,60264.47,53189.75
956,136,24.0,57506.85,54059.31,60044.85,53975.40,56615.61,60397.25,62638.92,59412.48,58646.51,53271.95
957,136,24.0,56204.90,53141.13,60753.91,55007.14,57134.07,62603.88,61062.17,58181.70,57237.31,54962.06
958,136,24.0,56067.06,53149.66,55463.10,53151.10,56664.84,61682.57,56801.56,59760.18,59367.15,54109.50
959,137,24.0,50441.75,50029.72,55070.85,49244.57,52766.88,61590.91,53976.70,56054.96,54854.65,49281.44
960,137,24.0,48187.68,47464.22,53071.17,46786.67,51357.21,55323.32,52621.80,52584.76,52167.88,47773.46
961,137,24.0,55644.56,52501.68,58219.29,54595.24,59736.92,58972.33,56274.20,60120.82,57912.40,56647.73
962,137,24.0,56348.50,51957.38,59310.88,52779.00,58885.68,58659.01,53854.24,61187.30,58479.68,53396.39
963,137,24.0,57650.83,51845.05,60322.48,52572.80,57089.92,57867.49,54782.48,59472.32,58604.44,55886.46
964,137,24.0,50482.68,47141.54,54605.00,51326.60,48942.53,47014.57,48694.19,58174.44,52899.26,46772.00
965,137,24.0,52649.01,49632.52,56934.96,53270.94,52752.43,50192.72,52092.37,60950.43,53700.94,50879.37
966,138,24.0,52730.91,49085.73,57704.38,52666.13,51111.90,47529.07,51677.45,56403.72,51833.58,48972.55
967,138,24.0,50959.41,47715.73,55182.16,51227.09,50667.72,46462.10,50149.77,51796.61,50597.66,47475.37
968,138,24.0,56953.18,53529.61,59465.00,58060.58,57938.07,52975.78,54761.04,57279.78,55655.91,54346.00
969,138,24.0,57898.17,54248.96,60141.35,58158.54,56735.43,53903.88,57276.97,58909.26,55914.54,55530.12
970,138,24.0,58043.43,54381.65,60447.21,58830.05,55772.60,53613.74,57325.93,58188.66,54647.05,55108.99
971,138,24.0,53110.28,48999.45,56809.76,57048.02,51380.88,47445.81,54582.92,53078.71,48812.80,49149.83
972,138,24.0,53723.95,50542.97,57844.75,56687.11,53070.00,51015.36,54286.89,55492.33,51598.86,51902.95
973,139,24.0,52756.83,47205.01,58509.68,55760.72,51129.21,46882.47,51713.65,52046.65,47555.06,47215.79
974,139,24.0,51881.71,44483.64,55827.78,54513.48,49858.86,44997.80,50057.15,50757.39,45705.89,45519.19
975,139,24.0,57740.93,52710.61,62708.89,60930.47,56632.00,51411.58,54971.28,58299.88,52695.09,53114.85
976,139,24.0,59471.96,54205.69,61589.01,60667.98,56423.39,52473.68,54345.03,57339.92,53410.27,55600.11
977,139,24.0,59810.22,54792.14,61866.79,60567.03,57404.15,52376.07,53634.32,56776.62,53689.57,56913.23
978,139,24.0,60223.77,54313.20,58121.85,58634.57,55602.62,53626.19,54479.92,57333.56,53188.28,56020.00
979,139,24.0,58588.54,53011.56,57326.97,57825.87,55503.38,52989.10,57124.56,58307.77,52592.46,55185.19
980,140,24.0,54016.83,45412.90,53373.27,53110.01,51903.96,45508.64,54841.32,56594.58,47109.67,50950.43
981,140,24.0,52297.27,43092.17,50403.32,50867.79,51775.52,41831.55,51885.61,54003.41,45278.25,47812.28
982,140,24.0,56035.31,50197.84,57779.87,56639.05,57688.91,50082.30,54674.60,58162.79,51824.09,54244.45
983,140,24.0,55132.63,50288.70,58305.71,59838.26,57215.42,50918.63,54184.09,59153.84,52988.93,57563.89
984,140,24.0,55636.40,49981.17,58463.11,58493.51,56658.94,51198.33,55197.97,59043.35,52635.02,56128.65
985,140,24.0,54469.05,50288.70,56479.12,56830.61,56923.50,51732.70,55366.49,59752.70,53147.88,55944.03
986,140,24.0,55302.83,50493.33,55484.39,56024.38,56009.27,52035.38,54601.97,58270.24,52910.68,55571.92
987,141,24.0,50661.19,45646.95,52515.50,52675.32,51622.89,45527.80,49175.47,53032.96,48804.94,50152.08
988,141,24.0,47820.81,41177.34,49926.10,47768.45,48498.38,41823.70,44608.43,49971.54,45168.55,47301.07
989,141,24.0,53478.22,47746.16,57531.82,52789.86,55137.07,49544.44,53694.46,57044.32,51255.09,52953.31
990,141,24.0,54229.39,49437.24,56690.63,52272.38,54906.39,49760.35,54783.42,57531.80,51868.55,53583.67
991,141,24.0,53069.17,49746.48,56430.18,52851.60,56209.39,50132.09,53217.87,55867.71,51560.82,53205.38
992,141,24.0,53639.39,50048.89,58139.71,53651.05,56136.32,50670.60,53895.04,55836.25,51646.52,55375.26
993,141,24.0,54802.24,50202.91,55658.19,53554.14,55934.01,51512.31,52413.83,54919.92,52187.79,54860.94
994,142,24.0,52250.51,44878.94,51334.65,50915.62,51741.94,48533.17,50953.54,50783.81,48205.45,51636.03
995,142,24.0,47302.86,44472.40,47732.54,47263.26,44417.03,48545.54,50436.50,47041.63,47690.14,46244.48
996,142,24.0,53186.48,50057.44,54511.42,53278.26,51832.01,54176.60,55061.82,54220.41,54328.37,52109.57
997,142,24.0,55711.24,48719.41,56790.15,52933.41,53349.08,54647.09,54873.34,55185.82,54029.57,52196.81
998,142,24.0,54992.98,49277.67,56100.03,52940.53,52240.79,54606.75,54573.55,54200.89,53013.84,54363.34
999,142,24.0,54350.83,48651.82,55637.89,53695.80,52761.65,52700.10,55876.74,54456.35,51994.73,54665.27
1000,142,24.0,54664.29,49469.14,52263.47,52489.95,53211.89,53013.26,54921.72,53719.79,52253.51,53738.75
1001,143,24.0,50424.76,43574.87,49987.93,50717.09,49414.21,45592.19,50546.71,49356.32,45829.48,48841.35
1002,143,24.0,48432.42,41073.34,47567.09,48144.53,46895.72,42743.24,49061.09,47044.41,42211.76,45751.22
1003,143,24.0,54642.76,48528.89,55618.34,54969.66,53190.85,49242.71,55166.20,53090.92,49986.74,52669.02
1004,143,24.0,54507.86,49318.97,56745.42,54881.43,53227.75,50305.63,52842.60,52958.42,52144.99,53593.44
1005,143,24.0,54995.80,49619.66,55840.10,54422.42,52502.55,52374.34,53240.74,52690.02,52690.90,54118.75
1006,143,24.0,55696.68,49953.87,56251.60,53915.62,53243.31,52251.03,51529.74,52266.09,53021.47,54532.27
1007,143,24.0,54143.85,49000.99,55418.83,53800.58,52584.69,53073.55,50677.10,53240.83,53199.27,54054.41
1008,144,24.0,51872.01,43238.59,51123.84,51905.40,46846.04,50573.96,46680.09,49710.51,49271.14,49674.12
1009,144,24.0,49404.20,38927.07,48351.95,49524.52,44643.62,47992.84,42883.75,48005.32,47192.18,46364.33
1010,144,24.0,55118.44,46046.89,55882.43,55022.36,50161.97,52499.24,51140.48,53137.82,52199.98,53433.46
1011,144,24.0,54729.34,47368.53,54798.93,55020.41,51582.98,53072.33,52393.54,54758.93,53349.76,56471.95
1012,144,24.0,54558.49,47392.69,57006.96,55348.02,51788.42,52810.90,53874.94,54965.13,53090.91,57369.55
1013,144,24.0,55130.66,47111.35,55966.21,55996.38,51501.42,52127.26,53707.78,54741.39,53375.45,57323.34
1014,144,24.0,55132.30,47042.05,56689.88,55942.63,51891.65,51217.72,52914.73,54792.55,53623.13,56610.75
1015,145,24.0,53419.49,40894.67,51623.09,51905.95,49749.16,47406.10,47373.53,51225.10,48157.92,51648.51
1016,145,24.0,50560.41,37754.12,49048.17,49975.91,47114.69,46560.38,45311.03,49009.26,45355.74,50184.05
1017,145,24.0,54625.86,47167.96,56358.39,55688.23,53685.53,52026.30,50854.50,54608.65,51719.28,55087.86
1018,145,24.0,55456.67,49807.28,56120.09,56873.35,54373.28,51902.16,51997.36,54853.98,51106.77,54384.43
1019,145,24.0,56369.35,50545.69,56157.59,55757.60,54064.22,52064.34,51539.95,54950.53,51814.99,56317.09
1020,145,24.0,56326.50,51202.57,56870.62,55240.95,53860.55,51629.31,51994.56,54723.64,50698.15,54987.20
1021,145,24.0,57202.76,50149.56,55922.54,57317.72,52579.56,53372.59,50655.41,54592.67,50315.38,56916.59
1022,146,24.0,53773.08,45628.66,51962.85,54375.94,48943.91,50702.08,49805.37,52960.98,48343.58,48778.63
1023,146,24.0,50433.70,43266.71,48294.01,51833.62,46167.77,49368.18,47279.09,49683.31,45451.61,46522.33
1024,146,24.0,55993.78,49880.88,54201.43,56273.88,53926.46,54917.49,53036.56,54424.57,51642.32,53821.40
1025,146,24.0,56152.74,53985.57,57565.29,55978.98,55287.16,54399.44,54622.25,56202.32,51556.54,54569.23
1026,146,24.0,56460.47,54661.29,56738.87,53898.97,54345.31,53986.48,53341.13,56788.31,51464.65,54379.54
1027,146,24.0,55187.80,53398.23,57835.99,54497.14,55743.84,54229.67,54434.33,57003.34,51779.78,56216.92
1028,146,24.0,54894.58,53791.40,57698.69,52929.20,54948.68,54293.32,54321.29,56819.59,51814.46,57548.97
1029,147,24.0,51101.16,50746.00,53310.55,51248.77,50067.30,48175.18,52535.64,52243.88,47340.52,52098.97
1030,147,24.0,46632.65,48930.56,50987.21,48832.91,47711.84,48261.16,49986.52,47908.51,45755.40,49852.70
1031,147,24.0,54910.50,53030.44,58103.95,55835.23,54791.15,52950.91,56781.38,53450.21,50695.40,56218.68
1032,147,24.0,57039.21,53497.49,57372.28,56675.25,54574.45,51871.16,55989.71,53018.64,51276.58,55285.05
1033,147,24.0,57014.33,54679.18,57037.73,55124.51,55561.31,51770.78,55092.55,53799.54,53726.71,53422.79
1034,147,24.0,55724.16,53097.84,56550.16,56778.46,53398.63,52006.51,53972.94,54235.65,51777.14,54196.78
1035,147,24.0,54583.83,52736.64,55188.80,55900.76,53546.42,53713.47,53114.55,54827.05,52122.86,56344.14
1036,148,24.0,50141.83,50717.57,51923.28,50651.50,47703.00,50616.10,50727.48,48531.67,46984.86,50969.34
1037,148,24.0,48099.27,48305.81,50390.99,48290.13,46208.09,48584.92,48398.50,46856.26,46452.89,49243.29
1038,148,24.0,47951.40,48042.30,50278.97,49010.01,46023.65,48316.99,49215.47,46782.73,46581.23,49807.89
1039,148,24.0,56728.68,53521.68,57197.89,57059.98,53194.53,53500.94,53809.92,53265.92,51938.46,57711.94
1040,148,24.0,57530.50,53278.09,57520.29,55873.38,52386.02,52644.13,56283.21,55822.10,53709.76,57362.46
1041,148,24.0,57765.83,54549.54,60376.58,55375.39,53564.25,52647.28,54571.50,55953.90,54200.71,59325.37
1042,148,24.0,57868.36,52927.09,59598.26,54723.26,51506.48,52604.69,56025.34,56294.36,55307.19,58347.91
1043,149,24.0,52954.81,52198.33,53434.21,51096.28,49631.24,48452.41,52347.49,52685.43,52253.20,50646.42
1044,149,24.0,50010.40,49280.63,50977.19,48466.97,45843.41,48870.39,48157.50,50074.34,49400.41,50263.69
1045,149,24.0,56757.84,51834.41,57962.74,53066.24,50736.80,54643.12,53309.71,55038.04,54587.16,56619.78
1046,149,24.0,57995.84,53293.66,60212.65,55304.85,51194.30,54485.64,54139.42,55659.34,53443.64,56510.68
1047,149,24.0,58584.92,53331.53,60156.96,54275.24,51509.47,54263.85,54542.40,56500.28,54763.13,56749.85
1048,149,24.0,59083.45,52448.07,58220.13,53675.12,51248.81,54088.35,54665.70,56016.29,54244.94,55342.01
1049,149,24.0,58300.81,52306.72,56673.35,53636.85,52104.41,55000.44,56498.23,57049.43,53939.35,56155.07
1050,150,24.0,53462.41,49970.86,51338.26,51710.92,51166.75,52671.19,50966.88,52965.42,51155.05,54218.51
1051,150,24.0,50590.01,47603.52,49015.62,48894.18,48129.00,49346.98,48012.55,49740.97,46707.84,51496.11
1052,150,24.0,55867.68,51110.01,55045.89,54561.17,53419.79,53677.12,51916.87,54314.88,51357.09,53756.93
1053,150,24.0,55763.92,53423.68,56419.30,54446.11,53829.14,54041.26,53302.50,54886.10,52848.62,56353.48
1054,150,24.0,56408.60,53374.81,56730.49,54081.32,54040.03,53698.80,53966.53,55028.21,52054.12,56444.97
1055,150,24.0,55661.61,53301.74,56313.94,53847.84,53996.55,53782.23,53894.30,54159.53,51193.09,56174.43
1056,150,24.0,54081.70,50836.16,54079.12,51910.46,52032.38,53670.67,53430.35,51675.80,49739.46,56101.14
1057,151,24.0,49574.77,46243.11,49272.06,49409.91,46893.44,47921.71,48112.53,50091.93,49632.43,50421.14
1058,151,24.0,46497.42,43436.35,46731.04,45999.37,43561.19,46100.57,45086.40,46438.89,46410.69,47800.56
1059,151,24.0,51661.46,49239.38,52247.14,50367.29,48726.15,50232.79,50969.41,49758.19,51522.34,52647.15
1060,151,24.0,52153.62,49858.82,52122.40,51553.39,49360.01,50261.38,48490.14,49632.59,53208.35,52562.24
1061,151,24.0,53053.84,49773.80,52314.36,52599.65,49151.06,49685.67,50413.54,50330.49,52406.07,52622.17
1062,151,24.0,52159.45,49523.99,51678.01,53174.54,49369.07,50343.53,50253.76,50223.02,50978.91,53280.93
1063,151,24.0,51788.76,49083.57,52427.95,51667.29,48680.73,50221.41,50819.63,51130.31,51347.53,52495.90
1064,152,24.0,48176.64,44609.54,48694.98,48200.66,45937.39,45259.10,47803.59,47774.87,47907.69,48245.05
1065,152,24.0,45188.53,42533.99,45350.15,44367.57,44093.58,44027.38,45091.40,44709.91,45073.66,46326.27
1066,152,24.0,51000.22,46582.90,50708.44,49489.86,48910.39,47572.43,50503.54,48608.54,49455.35,52534.16
1067,152,24.0,52104.25,48762.96,52753.91,50171.88,49083.82,47873.31,50426.96,50150.11,51422.62,50831.43
1068,152,24.0,52650.45,47396.70,52286.81,50018.80,49092.76,48090.94,51200.07,49041.84,49752.11,51303.70
1069,152,24.0,52222.98,46899.40,51540.58,49458.90,48077.20,48417.63,50000.82,48850.19,49081.89,52140.02
1070,152,24.0,48962.67,44731.44,48805.90,46497.09,44377.53,45241.50,45578.49,45998.79,46454.01,48619.56
1071,153,24.0,50306.91,43517.19,47839.05,46962.81,45061.36,44449.32,46387.48,45858.21,46411.20,48911.07
1072,153,24.0,47656.62,42657.24,47195.66,46966.91,43907.35,44175.74,45747.78,42859.30,45161.65,48121.61
1073,153,24.0,53773.13,46252.41,53589.14,51682.75,47772.75,49944.40,50289.25,48748.34,49760.09,51773.56
1074,153,24.0,55298.79,48323.00,55036.30,52938.43,46808.58,51900.86,52532.03,49658.62,51684.48,54862.49
1075,153,24.0,53154.26,50516.00,53888.33,52092.29,47153.40,52444.74,53138.13,50602.69,50672.40,54851.05
1076,153,24.0,52171.33,49990.81,52802.81,53064.45,47400.90,52671.56,53138.56,47938.62,53385.64,54266.06
1077,153,24.0,54172.69,48695.89,54931.08,52302.54,48238.23,53341.30,52328.81,47719.14,53205.75,51937.51
1078,154,24.0,52387.53,47226.02,49797.56,49175.10,48995.21,48284.23,49916.12,51265.31,50056.98,50889.07
1079,154,24.0,49868.30,45664.16,47456.31,47085.18,45738.51,46948.68,48116.30,48375.76,48298.76,49043.72
1080,154,24.0,53503.59,49780.71,53881.02,52819.64,50348.50,53358.05,53070.08,51126.63,55000.09,56562.51
1081,154,24.0,55050.92,50934.05,56017.55,54355.94,51675.37,53512.62,55897.97,51586.70,53849.74,57259.41
1082,154,24.0,54722.38,52336.42,57128.34,52649.76,52825.65,55809.83,55232.86,52602.91,55547.06,56836.85
1083,154,24.0,55027.28,53178.40,56660.51,53548.49,51944.65,53253.54,55629.18,52818.23,55667.49,56770.87
1084,154,24.0,55279.37,52603.25,56449.13,53913.97,53083.09,53803.39,54300.34,52711.47,53767.91,57383.54
1085,155,24.0,53777.35,50957.43,51442.45,51269.47,49951.28,50831.63,50789.20,51641.06,52725.89,53227.34
1086,155,24.0,50279.90,47839.36,49398.97,48805.97,46966.58,49113.30,49779.44,48856.78,51134.23,49552.78
1087,155,24.0,55793.73,53746.54,57555.08,56084.93,55151.49,56654.41,56092.58,55550.93,58835.22,59129.00
1088,155,24.0,56340.96,54469.03,57596.85,56778.33,58326.92,56698.32,55631.37,54021.85,56996.85,60319.20
1089,155,24.0,56225.84,56385.35,57759.67,57336.36,58437.45,57043.12,55896.65,54000.37,57431.85,57115.30
1090,155,24.0,58911.18,55500.93,58896.21,57858.48,59535.28,56900.81,56754.08,56682.99,57299.82,58990.90
1091,155,24.0,58542.47,55717.51,58148.36,55525.43,58838.85,55316.95,58322.78,56733.79,59592.43,58014.87
1092,156,24.0,56633.98,53178.00,54312.36,53009.82,55444.45,55236.52,52234.62,53634.03,56001.47,53466.34
1093,156,24.0,53329.64,50430.97,51900.75,50190.09,52632.19,52235.09,49738.86,49978.60,52462.26,52393.86
1094,156,24.0,59276.25,57195.15,59307.13,58774.01,57702.78,57293.29,57275.59,56396.43,57868.36,57784.70
1095,156,24.0,60699.06,57260.72,59999.74,57239.87,57890.53,57270.39,58839.37,58519.49,59047.90,56989.10
1096,156,24.0,60221.04,56064.77,59674.01,57791.00,56661.31,57319.46,59935.31,59687.23,58919.17,59160.61
1097,156,24.0,60769.57,55206.93,60409.26,56834.37,56297.26,56783.51,56705.88,59049.87,59113.63,57979.94
1098,156,24.0,60556.57,56631.81,60170.49,56975.57,58107.96,59269.74,58045.46,56695.24,57418.44,59753.74
1099,157,24.0,56435.39,54156.96,55439.19,54324.53,53666.86,56621.13,52114.68,51314.07,56339.76,53500.09
1100,157,24.0,52440.07,51039.59,51907.50,52120.62,50732.91,53575.55,50618.46,49198.50,52792.70,51448.74
1101,157,24.0,59151.07,57617.90,57066.28,56540.67,58426.09,58464.27,54568.55,55512.43,58903.21,57220.19
1102,157,24.0,60215.79,57746.23,57760.40,56501.13,59260.85,59669.44,56772.99,57474.52,58606.60,59305.39
1103,157,24.0,61395.04,57334.52,57131.39,56823.27,59331.43,59710.05,59808.13,56477.42,59070.27,57539.50
1104,157,24.0,60041.53,57554.27,58804.36,57882.84,59110.48,59900.69,59889.97,56191.93,58853.83,60573.95
1105,157,24.0,59996.18,57639.82,58520.91,57279.15,58666.80,59884.98,58118.86,56527.37,57350.43,59948.44
1106,158,24.0,56538.82,54689.16,56008.43,53217.37,53832.82,57418.66,55932.79,49855.95,53932.80,54403.90
1107,158,24.0,52799.84,49492.78,53731.76,50397.82,50929.37,53866.22,52876.19,49635.69,51242.40,51962.17
1108,158,24.0,58263.20,56852.43,60867.26,55882.09,58202.84,59419.53,59409.04,55902.06,59057.06,54336.23
1109,158,24.0,57943.45,56763.88,62460.30,56343.14,59552.57,60923.46,59330.19,58414.02,58128.62,57291.77
1110,158,24.0,59313.72,56762.33,63261.87,55526.43,59394.25,59911.86,59595.99,60167.33,57077.52,58022.53
1111,158,24.0,60931.24,57350.14,61657.41,55941.21,59992.37,58698.28,58129.25,58080.05,56473.65,57389.19
1112,158,24.0,60662.77,56946.01,61226.05,56382.46,60610.12,57399.38,57900.76,58868.03,57340.21,56140.75
1113,159,24.0,53364.22,54981.16,57065.70,51170.23,56962.46,51754.28,52603.06,52026.46,53275.58,47825.35
1114,159,24.0,49091.80,51659.52,54809.44,49273.57,53346.14,47509.13,51336.15,51568.74,48655.83,46449.19
1115,159,24.0,58106.77,53702.35,60457.38,55850.13,55394.07,56692.27,56939.80,57151.64,55994.00,55394.13
1116,159,24.0,59420.04,54919.57,61431.15,54592.14,57529.45,58416.39,60371.06,58343.97,56330.42,56876.44
1117,159,24.0,62562.59,58349.90,61993.54,59385.39,53833.44,60399.48,62420.25,57797.28,59095.70,56521.70
